OBJECTID,STATION,COMMENTS,COUNTY,ABPair,Sta_Dir,Motorcycles,PassCars,Buses,SUTrucks,CTrucks,TOD,TotVol,StartDate,EndDate,TimeLabel,AllTrucks,IsPerm,PickupsPanelVans,XCOORD,YCOORD
99,301561,New Cut Rd from 53-712 Yatton Rd to SCL Round Hill,Loudoun County,3819838144,301561_S,1,102,7,7,2,AM,173,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,9,,56,-77.76942,39.12603
100,301560,Airmont Rd between 53-734 Snickersville Tpke and 53-712 Yatton Rd,Loudoun County,3814438082,301560_S,0,91,5,9,1,AM,149,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,10,,44,-77.77105546,39.11663375
101,301574,Snickersville Tpk from 53-611 Telegraph Springs Rd to 53-733 WEST,Loudoun County,3820038061,301574_W,0,43,1,3,1,AM,79,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,4,,32,-77.73086,39.04612
102,301575,Snickersville Tpk from 53-733 WEST to 53-733 E;  Lime Kiln Rd,Loudoun County,3820838374,301575_W,0,68,2,4,1,AM,123,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,5,,49,-77.70853,39.0237
103,301577,Snickersville Tpk from 53-748 Sam Fred Rd to US 50 John S. Mosby Hwy,Loudoun County,3817338208,301577_W,0,29,1,3,0,AM,65,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,3,,33,-77.67636,38.99576
104,301578,Millville Rd from 53-719 Greengarden Rd to 53-623 W;  Willisville Rd,Loudoun County,3824438210,301578_W,0,29,1,1,0,AM,47,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1,,17,-77.83719,39.00906
105,301580,Ryan Rd from 53-659 Belmont Ridge Rd to 53-645 Croson Lane,Loudoun County,3815938389,301580_W,1,1063,20,27,5,AM,1269,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,32,,154,-77.5098,38.98938
106,301584,Sterling Blvd from 53-1435 Staunton Ave to 53-625 Church Rd,Loudoun County,3803238417,301584_S,6,1494,17,19,5,AM,1839,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,24,,299,-77.40457,39.00092
107,301589,Ashburn Farm Pkwy <Old Rt 900> between 53-901 Claiborne Pkwy and 53-641 Ashburn Rd,Loudoun County,3865938660,301589_W,0,914,27,47,9,AM,1131,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,56,,136,-77.49259,39.03248
108,750354,Claiborne Pkwy from SR 267 to 53-642 Jenkins Lane,Loudoun County,3866138066,750354_S,3,1914,27,22,2,AM,2265,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,24,,298,-77.5034,39.0374
109,301613,Algonkian Pkwy from 53-1570 Countryside Blvd to 53-1611 Newland Ct,Loudoun County,3845138001,301613_S,2,1590,23,19,2,AM,1777,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,21,,142,-77.41717,39.05359
110,628024,Roosevelt Blvd from 29-613 Wilson Blvd. SCL Falls Church to 110-6729 Roosevelt St,Falls Church,3610734093,628024_S,1,762,12,17,2,AM,908,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,19,,115,-77.15288,38.87598
111,199750,I395R from Ramp to 395 at Turkeycock to WCL Alexandria,Fairfax County,3550535502,199750_S,0,0,0,0,0,AM,1,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,0,P,0,-77.1601,38.80481
112,199760,I95R from Prince William County Line to US 1 Richmond Hwy,Fairfax County,3483840213,199760_S,0,0,1,0,0,AM,1,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,0,,0,-77.24088,38.67369
113,90333,Dumfries Rd between 76-640 Minnieville Rd and OSR 234 Independent Hill Rd,Prince William County,4096440954,90333_S,1,1638,34,126,87,AM,2482,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,213,P,595,-77.43916969,38.64117899
114,B0662,MD170-.10 MI W OF MD162,Anne Arundel County,4567345719,B0662_S,16,2712,84,104,30,AM,3438,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,134,,493,-76.66429263,39.18963735
115,B020067,BRIGHTVIEW DR-.10 MI E OF VETERANS HWY,Anne Arundel County,4585845639,B020067_W,1,489,6,8,6,AM,655,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,14,,146,-76.62928128,39.11178733
116,B0656,MD170-.10 MI N OF MD175,Anne Arundel County,4583445650,B0656_S,2,551,2,19,4,AM,645,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,23,,68,-76.6979544,39.08872532
117,628016,Little Falls St from SR 7 Broad St to 110-6767 Great Falls St,Falls Church,3442434417,628016_S,2,114,2,4,1,AM,142,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,5,,20,-77.17212,38.88522
118,628017,Little Falls St from 110-6767 Great Falls St to Arlington CL. -6797,Falls Church,3401634424,628017_S,0,135,2,1,1,AM,159,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,2,,21,-77.16938,38.88697
119,628006,Great Falls St from US 29 Washington St to Little Falls St,Falls Church,3442434423,628006_S,2,197,0,5,1,AM,230,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,6,,26,-77.17004,38.88546
120,628007,Great Falls St from Little Falls St to 110-6774 Lincoln Ave,Falls Church,3441634424,628007_S,0,402,2,3,0,AM,443,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,3,,36,-77.1719,38.88783
121,787480,15th Street from S Hayes St to US 1 Jefferson Davis Hwy,Arlington County,3054030236,787480_W,2,601,21,24,5,AM,729,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,29,,77,-77.05856,38.8602
122,628001,Annandale Rd from SCL Falls Church. 29-649 to US 29 Washington Highway,Falls Church,3442134420,628001_S,1,499,7,15,3,AM,600,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,,76,-77.17318,38.87912
123,627040,Robert Rd from SCL Fairfax to Sager Ave,City of Fairfax,3630134305,627040_S,1,448,2,3,0,AM,481,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,3,,26,-77.29674,38.83923
124,190073,I395S from Turkeycock Reversible Lane Ramps to WCL Alexandria,Fairfax County,3550935506,190073_S,15,10021,181,249,111,AM,11836,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,360,P,1259,-77.14486,38.81325
125,160001,I95S from 89-630 Courthouse Rd to 89-610 Garrisonville Rd,Stafford County,5109051276,160001_S,13,6292,95,202,783,AM,9031,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,985,P,1645,-77.40936,38.45658
126,160005,"I95S from 88-606 Mudd Tavern Rd to US 1, US 17 Jefferson Davis Hwy",Spotsylvania County,5204152046,160005_S,9,4500,85,121,874,AM,6614,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,995,P,1024,-77.50837,38.13873
127,190013,I95S from SR 234 Dumfries Rd to 76-784 Dale Blvd,Prince William County,4032540329,190013_S,28,8530,92,129,673,AM,11179,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,802,P,1727,-77.30476,38.61062
128,60164,"I95N from 88-606 Mudd Tavern Rd to US 1, US 17, Ramp I-95 N126A",Spotsylvania County,5201152007,60164_N,17,4733,81,118,813,AM,7073,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,931,P,1311,-77.50652,38.14136
129,60166,I95N from 89-630 Courthouse Rd to 89-610 Garrisonville Rd,Stafford County,5127751089,60166_N,14,7677,63,118,491,AM,10219,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,609,P,1856,-77.40748,38.45455
130,90305,I95N from SR 234 Dumfries Rd to 76-784 Dale Blvd,Prince William County,4004940328,90305_N,20,9657,53,141,627,AM,12665,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,768,P,2167,-77.3106,38.60398
131,190057,"I495S from I-95, I-395 to 29-620 Braddock Rd",Fairfax County,3559235596,190057_S,34,15486,161,421,427,AM,19328,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,848,P,2799,-77.19509,38.79722
132,90138,"I495N from I-95, I-395 to 29-620 Braddock Rd",Fairfax County,3559935595,90138_N,23,15791,102,438,407,AM,19289,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,845,P,2528,-77.19728,38.79816
133,190029,I66W from SR 120 Glebe Rd to US 29 Lee Hwy Cherrydale,Arlington County,3037230373,190029_W,11,7498,91,30,2,AM,8281,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,32,P,649,-77.10712,38.89008
134,190046,I66W from BUS US 17 to SR 245,Fauquier County,5305753036,190046_W,5,1318,26,63,180,AM,2097,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,243,P,506,-77.81974,38.85795
135,70120,I66E from US 17 Winchester Rd to SR 245,Fauquier County,5306553058,70120_E,15,3165,19,62,241,AM,4578,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,303,P,1075,-77.8197,38.8574
136,B1326,MD265-.50 MI S OF MD264,Calvert County,4904849047,B1326_S,1,70,1,7,3,AM,105,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,10,,25,-76.54744523,38.46401683
137,B060085,YORK ST-.10 MI N OF MD30,Carroll County,4809348061,B060085_S,1,617,13,67,4,AM,851,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,71,,150,-76.88325072,39.6622005
138,B060064,MD808A-.10 MI N OF E. RIDGEVILLE RD,Carroll County,4802448001,B060064_S,2,749,4,46,2,AM,1004,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,48,,203,-77.16533345,39.36623429
139,B1311,MD4-.20 MI S OF MD260 STRUC #4030,Calvert County,4555549000,B1311_S,4,1190,16,72,35,AM,1602,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,107,,287,-76.65674612,38.7598266
140,B1340,MD2-.10 MI N OF MD4 (Sunderland),Calvert County,4910049058,B1340_S,2,907,27,62,36,AM,1258,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,98,,224,-76.60594856,38.66202517
141,B160017,MANCHESTER DR-.10 MI W OF MD5,Prince George's County,2771527714,B160017_W,1,67,1,3,0,AM,85,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,3,,15,-76.91710381,38.8154469
142,B160018,LIVINGSTON RD-.10 MI N OF FARMINGTON RD,Prince George's County,2758126826,B160018_S,2,300,1,9,3,AM,362,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,12,,49,-76.98027904,38.68943484
143,B2545,MD103-.20 MI S OF OLD COLUMBIA PIKE,Howard County,4430944247,B2545_S,2,1788,29,51,7,AM,2073,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,58,,198,-76.81759066,39.25362198
144,B130060,GORMAN RD-.10 MI W OF LEISHEAR RD,Howard County,4413344287,B130060_W,1,219,4,7,1,AM,309,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,8,,79,-76.87228298,39.15150915
145,B130064,MD732R (DORSEY RUN RD)-.05 MI N OF HENKELS LA,Howard County,4427944280,B130064_S,4,2143,32,155,44,AM,2695,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,199,,318,-76.79546887,39.1273951
146,B3235,MD295-.20 MI N OF MD202,Prince George's County,2687226866,B3235_S,8,9972,62,164,51,AM,11386,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,215,,1130,-76.91511267,38.93759067
147,B2573,US40-.60 MI E OF IS70,Howard County,4404944179,B2573_W,2,592,4,25,7,AM,725,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,32,,97,-76.90531776,39.29779972
148,B3212,MD212-.10 MI N OF MD410,Prince George's County,2733026031,B3212_S,12,4242,34,103,11,AM,5018,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,114,,618,-76.97928162,38.97354152
149,B3343,MD214-.10 MI W OF MD332,Prince George's County,2620227843,B3343_W,4,5172,31,146,11,AM,5844,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,157,,482,-76.90126061,38.88677244
150,B150016,MONTROSE RD-.10 MI E OF MD189,Montgomery County,2227722197,B150016_W,0,473,6,37,10,AM,643,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,47,,118,-77.1776324,39.0556595
151,B3253,MD373-.10 MI E OF MD210,Prince George's County,2757826831,B3253_W,3,535,4,28,3,AM,656,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,31,,84,-77.00989162,38.66994821
152,B3178,MD201-.10 MI S OF MD295,Prince George's County,2612426143,B3178_S,4,1958,88,300,55,AM,2910,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,355,,507,-76.9280873,38.92534694
153,B160115,MD198-.20 MI W OF MD216 (ONE WAY COUPLET WB - EB SEE B3357),Prince George's County,2694626278,B160115_W,2,2591,24,134,53,AM,3143,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,187,,340,-76.85941728,39.10203326
154,B160009,FARMINGTON RD-.10 MI E OF MD210,Prince George's County,2757926828,B160009_W,1,131,2,7,8,AM,183,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,15,,35,-76.99338996,38.68545363
155,B3331,MD4-.30 MI N OF MD458,Prince George's County,2788326540,B3331_S,0,1217,26,50,7,AM,1507,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,57,,207,-76.91388817,38.85630793
156,B160019,LIVINGSTON RD-.10 MI S OF ST BARNABAS RD,Prince George's County,2770227703,B160019_S,2,281,0,19,3,AM,358,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,22,,53,-76.98471553,38.79493781
157,B3620,MD234-.20 MI W OF MD242,St Mary's County,4954049560,B3620_W,4,281,5,50,15,AM,472,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,65,,117,-76.73065675,38.32805309
158,B3260,MD410-.10 MI W OF MD650,Montgomery County,2601426012,B3260_W,3,1152,28,67,25,AM,1394,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,92,,121,-76.99599407,38.97577919
159,B1325,MD264-.20 MI S OF MD2,Calvert County,4902449050,B1325_S,0,118,15,17,6,AM,236,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,23,,80,-76.53842045,38.49789976
160,B2786,MD182-.10 MI S BONIFANT RD,Montgomery County,2253522667,B2786_S,7,3388,36,136,28,AM,4116,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,164,,521,-77.04454265,39.08921897
161,B2784,MD182-.10 MI N OF MD97,Montgomery County,2336322580,B2784_S,12,1674,27,45,9,AM,1973,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,54,,207,-77.05073938,39.06166419
162,B2772,MD121-.20 MI S OF IS270,Montgomery County,2274022794,B2772_S,5,647,13,68,17,AM,980,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,85,,231,-77.28759232,39.22995966
163,B2766,MD118-.50 MI N OF MD28,Montgomery County,2314023146,B2766_S,2,727,2,35,3,AM,857,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,38,,89,-77.29853969,39.11640201
164,B080111,MD5-.10 MI S OF RENNER RD,Charles County,4705147102,B080111_S,5,1477,24,124,37,AM,1991,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,161,,325,-76.87460176,38.60668509
165,B1306,MD2-.50 MI N OF MD506,Calvert County,4902049021,B1306_S,6,1442,26,141,62,AM,2190,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,203,,515,-76.5692729,38.51637929
166,B020079,IS595-.10 MI E OF STRUC #2027 PATUXENT RIVER RD,Anne Arundel County,4551527142,B020079_W,12,9556,89,413,259,AM,11983,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,672,,1654,-76.67729835,38.95600406
167,B020096,GAMBRILLS RD-.10 MI S OF NEW CUT RD,Anne Arundel County,4565345826,B020096_S,1,495,4,18,4,AM,627,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,22,,107,-76.65405723,39.1031039
168,B060095,MD140-.10 MI N OF BALTIMORE CO/L,Carroll County,4802948030,B060095_S,5,4302,22,280,108,AM,5578,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,388,,861,-76.87067162,39.48937636
169,B1304,MD2-.10 MI S OF MD264,Calvert County,4902449025,B1304_S,6,1371,24,180,55,AM,2142,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,235,,508,-76.535664,38.49962372
170,B150052,IS495-.10 MI E OF STRUC #15105(PERSIMMON TREE RD),Montgomery County,2219222186,B150052_W,35,18541,241,674,441,AM,22852,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1115,,2922,-77.17084505,38.9819669
171,B020080,MD100-.30 MI E OF MD3BU,Anne Arundel County,4585945681,B020080_W,20,4729,20,180,31,AM,5970,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,211,,991,-76.62768169,39.14140072
172,B3217,MD212-.10 MI S OF CHERRY HILL RD,Prince George's County,2626327259,B3217_S,9,2259,28,67,17,AM,2509,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,84,,130,-76.94807728,39.038261
173,B1978,MD144FA-.10 MI W OF MD355(ONE WAY WB),Frederick County,4215542303,B1978_W,29,531,4,43,8,AM,737,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,51,,122,-77.41282273,39.41428291
174,B150049,MD384-.10 MI E OF MD410,Montgomery County,2217222103,B150049_W,11,3437,36,219,60,AM,4096,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,279,,334,-77.03071571,38.99440188
175,B2760,MD112-.10 MI E OF MD190,Montgomery County,2315522210,B2760_W,2,106,2,27,11,AM,181,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,38,,35,-77.32572714,39.07909739
176,B020063,MD32AA-.10 MI W OF S BURNS CROSSING RD,Anne Arundel County,4564845833,B020063_W,4,1474,4,56,15,AM,1761,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,71,,209,-76.68063435,39.07991512
177,B020062,MD 2-.20 MI N OF MD10,Anne Arundel County,4563745775,B020062_S,2,483,8,59,10,AM,680,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,69,,120,-76.58097016,39.116627
178,B160114,MD198-.10 MI E OF VAN DUSEN RD,Prince George's County,2741626277,B160114_W,7,2777,12,201,74,AM,3396,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,275,,327,-76.86920523,39.10262231
179,P0039,IS 95 South of MD 103 (ATR#39),Howard County,4414644140,P0039_S,18,16223,364,985,882,AM,21481,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1867,P,3009,-76.77332761,39.19058168
180,B2768,MD118-.10 MI N OF MD117,Montgomery County,2283122297,B2768_S,3,743,6,53,13,AM,985,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,66,,167,-77.28227729,39.16420561
181,B2888,MD396-1.0 MI W OF WASH DC LINE,Montgomery County,2202223426,B2888_W,3,777,1,38,4,AM,901,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,42,,79,-77.11329135,38.95983656
182,B3357,MD198-.20 MI W OF MD216 (ONE WAY COUPLET EB - WB SEE B160115),Prince George's County,2627826946,B3357_E,5,1992,12,144,49,AM,2484,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,193,,283,-76.85980513,39.10167088
183,B2802,MD187-.50 MI W OF MD355,Montgomery County,2343922042,B2802_S,9,3011,22,50,7,AM,3284,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,57,,186,-77.1016465,38.98920718
184,B3238,MD295-.40 MI N OF MD193,Prince George's County,2685526849,B3238_S,13,9098,26,142,5,AM,10661,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,147,,1379,-76.87360963,38.99694111
185,B150029,E JEFFERSON ST-.10 MI N OF MONTROSE RD,Montgomery County,2347222339,B150029_S,3,1200,16,26,7,AM,1311,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,33,,59,-77.12609325,39.05411674
186,B160004,OLD BALTIMORE PIKE-.10 MI S OF AMMENDALE RD,Prince George's County,2738028032,B160004_S,1,1497,75,235,41,AM,2163,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,276,,316,-76.89176032,39.04754155
187,B1338,MD4-.10 MI N OF MD262,Calvert County,4900249005,B1338_S,5,1002,32,94,33,AM,1499,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,127,,335,-76.6097005,38.6638554
188,B150030,GREAT SENECA HWY-.10 MI S OF MD28,Montgomery County,2227223241,B150030_S,5,2210,9,93,17,AM,2587,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,110,,255,-77.20558121,39.1021192
189,B3327,SUITLAND PKWY-.20 MI E OF MD5,Prince George's County,2657026569,B3327_W,6,4374,27,41,4,AM,4916,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,45,,465,-76.95231336,38.8522325
190,P0007,MD 140 North of Patapsco River Bridge (ATR#07),Carroll County,4802948030,P0007_S,14,5327,24,345,138,AM,6950,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,483,P,1102,-76.87047912,39.48935057
191,1701,ROCHAMBEAU BRG SW between INTERSTATE 395 VA and INTERSTATE 395  DC,District of Columbia,3036421390,1701_N,30,23890,148,234,33,AM,25613,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,267,P,1277,-77.03587523,38.87924438
192,1202,INTERSTATE 66 ON ROSSEVELT MEMORIAL BRG,District of Columbia,2000120272,1202_E,34,11006,117,228,70,AM,13198,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,298,P,1744,-77.05959412,38.89232808
193,3902,FRANCIS SCOTT KEY BRG NW between M ST NW and WATER ST NW,District of Columbia,3036520601,3902_N,36,4344,47,139,76,AM,5145,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,215,P,504,-77.06973467,38.90264889
194,2204A,SOUTH CAPITOL ST between I ST SW and K ST SW,District of Columbia,2128221283,2204A_N,109,7356,5,25,12,AM,7576,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,37,P,69,-77.00908372,38.87314301
195,1403,INTERSTATE 695 – 11th Street Bridge,District of Columbia,2096521851,1403_N,13,8113,56,135,9,AM,9048,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,144,P,723,-76.98951707,38.87188215
196,6002,EAST CAPITOL ST between C ST /INDEPENDENCE AVE and Ramps to Anacostia Freeway,District of Columbia,2117920973,6002_E,19,1764,26,99,260,AM,2436,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,359,P,269,-76.96471654,38.88979571
197,7069,RHODE ISLAND AVE NE between NEWTON ST NE and OTIS ST NE,District of Columbia,2115521172,7069_W,7,2690,58,151,44,AM,3589,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,195,P,639,-76.9638887,38.93499101
198,7032,NEW HAMPSHIRE AVE NE between BLAIR RD NE and MADISON ST NE,District of Columbia,2093320934,7032_N,2,1123,9,22,5,AM,1314,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,27,P,153,-77.00588984,38.96111769
199,7051,GEORGIA AVE NW between GERANIUM ST NW and HEMLOCK ST NW,District of Columbia,2143520859,7051_N,10,740,89,163,65,AM,1252,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,228,P,185,-77.02657161,38.98359661
