OBJECTID_1,Join_Count,nearest_metro_distance,TARGET_FID,OBJECTID,STATION,COMMENTS,COUNTY,ABPair,Sta_Dir,Motorcycles,PassCars,Buses,SUTrucks,CTrucks,TOD,TotVol,StartDate,EndDate,TimeLabel,AllTrucks,IsPerm,PickupsPanelVans,XCOORD,YCOORD,X,Y,OBJECTID_12,NAME,State,Jurisdiction,LINE,Year,Parking,Network_Node,WEB_URL
55,1,0.575870122027748,55,55,60094,US17 from Bus US 17 to 88-1301,Spotsylvania County,5201352082.000000000000000,60094_S,2,305,1,26,25,AM,494,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,51,,136,-77.424660000000003,38.250869999999999,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
56,1,0.612105913926264,56,56,60306,US17 from 88-609 Jim Morris Rd; Thornton Rolling Rd to 88-771 Cosner Dr; 88-1035,Spotsylvania County,5202852014.000000000000000,60306_S,2,1148,33,36,46,AM,1523,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,82,,259,-77.451689999999999,38.223979999999997,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
57,1,0.497205360503958,57,57,70265,US17 from 30-628 Blantyre Rd to SR 245 Old Tavern Rd,Fauquier County,5314953148.000000000000000,70265_S,4,1146,20,47,191,AM,1841,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,238,P,432,-77.815250000000006,38.801420000000000,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
58,1,0.568782344777995,58,58,70268,US17 from 30-615 Goldvein to 30-634 Morrisville,Fauquier County,5300753125.000000000000000,70268_S,2,702,13,45,195,AM,1232,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,240,P,275,-77.680449999999993,38.481140000000003,-77.272626990742040,38.877616668570987,35,Vienna/Fairfax-GMU,Virginia,Fairfax County,Orange,1986,Y,8057,https://www.wmata.com/rider-guide/stations/vienna.cfm?y=35
59,1,0.551892933943219,59,59,631002,Princess Anne St between Dixon St and Bus US 1,Fredericksburg,5052450504.000000000000000,631002_S,1,206,7,9,0,AM,294,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,9,,71,-77.457549999999998,38.296520000000001,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
60,1,0.558513383069460,60,60,631004,US17 from ECL Fredericksburg to Ramp from SR 3 Connector,Fredericksburg,5050450500.000000000000000,631004_S,4,1263,16,66,57,AM,2096,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,123,,691,-77.456320000000005,38.288020000000003,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
61,1,0.554255778852378,61,61,631006,US17 from Ramp from SR 3 Connector to Charles St,Fredericksburg,5052450504.000000000000000,631006_S,1,476,8,16,1,AM,627,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,17,,126,-77.456670000000003,38.293210000000002,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
62,1,0.549940330939685,62,62,631060,Caroline St between Dixon Street and Layfayette Blvd,Fredericksburg,5050450524.000000000000000,631060_N,0,319,4,9,1,AM,425,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,10,,93,-77.455920000000006,38.297809999999998,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
63,1,0.387262041433349,63,63,70275,US29 from 30-693 Old Alexandria Tpk to SR 215 Vint Hill Rd,Fauquier County,5302853029.000000000000000,70275_S,3,1913,32,87,86,AM,2731,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,173,P,609,-77.687029999999993,38.775739999999999,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
64,1,0.003817800185043,64,64,90212,"US29 from SR 237 Par, Washington Blvd to SR 120 Glebe Rd",Arlington County,3004230598.000000000000000,90212_S,6,1956,11,24,7,AM,2212,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,31,P,207,-77.159300000000002,38.888990000000000,-77.156851371322190,38.886060868277248,47,East Falls Church,Virginia,Arlington County,"Orange, Silver",1986,Y,8060,https://www.wmata.com/rider-guide/stations/e-falls-church.cfm?y=35
65,1,0.506139871691537,65,65,90024,"US50 from Fauquier County Line to 30-623 E, Rokeby Rd",Loudoun County,3837338265.000000000000000,90024_W,0,186,3,9,3,AM,271,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,12,,69,-77.844629999999995,38.987639999999999,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
66,1,0.239367352878730,66,66,90056,US50 from US 15 Near Aldie to 53-827 Pinebrook Rd,Loudoun County,3809738110.000000000000000,90056_W,3,564,19,54,16,AM,954,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,70,,300,-77.579400000000007,38.951659999999997,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
67,1,0.616154946733739,67,67,90059,US50 from US 50 Paris to Clarke County Line,Loudoun County,5304353047.000000000000000,90059_W,2,521,5,14,23,AM,774,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,37,,209,-77.953239999999994,39.008270000000003,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
68,1,0.033309875928856,68,68,90240,US50 from I-495 Capital Beltway to SR 7 Leesburg Pike,Fairfax County,3410236163.000000000000000,90240_W,3,3815,28,35,5,AM,4409,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,40,P,524,-77.185190000000006,38.867809999999999,-77.189100227819907,38.900889570498819,33,West Falls Church-VT/UVA,Virginia,Fairfax County,Orange,1986,Y,8059,https://www.wmata.com/rider-guide/stations/w-falls-church.cfm?y=35
69,1,0.338034614801889,69,69,90294,US50 from ECL Middleburg to US 15 Near Aldie,Loudoun County,3817538678.000000000000000,90294_W,3,376,7,14,4,AM,516,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,,113,-77.676869999999994,38.976550000000003,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
70,1,0.086848539772223,70,70,190097,US50 from SR 28 Dulles Airport to 29-7100 Fairfax County Pkwy,Fairfax County,3505334653.000000000000000,190097_W,10,5624,48,96,36,AM,6729,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,132,P,915,-77.393519999999995,38.879300000000001,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
71,1,0.475180601373571,71,71,190172,US50 from Loudoun County Line to 53-611 Saint Louis Rd,Loudoun County,5308553084.000000000000000,190172_W,0,239,4,7,5,AM,346,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,12,,92,-77.814279999999997,38.978020000000001,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
72,1,0.448597022827096,72,72,160009,US301 from SR 205 Ridge Rd to SR 218 Windsor Dr,King George County,5000450037.000000000000000,160009_S,3,516,12,13,59,AM,768,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,72,P,165,-77.094710000000006,38.323950000000004,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
73,1,0.633163199813642,73,73,80343,US340 from 21-611 Summit Point Rd to West Virginia State Line,Clarke County,5402854018.000000000000000,80343_S,3,858,11,19,103,AM,1231,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,122,P,238,-77.925650000000005,39.188549999999999,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
74,1,0.671737761759784,74,74,302285,Massaponax Church Rd between 88-639 Leavells Rd and US 1 Jefferson Davis Hwy,Spotsylvania County,5201652105.000000000000000,302285_W,1,433,25,25,15,AM,647,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,40,,147,-77.519900000000007,38.194170000000000,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
75,1,0.656899666524648,75,75,302286,Massaponax Church Rd between US 1 Jefferson Davis Hwy and 88-668 Summit Crossing Rd,Spotsylvania County,5204052016.000000000000000,302286_W,3,642,33,16,4,AM,850,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,20,,153,-77.486159999999998,38.191659999999999,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
76,1,0.627129228650025,76,76,302287,Massaponax Church Rd from 88-668 to US 17 W; 88-736,Spotsylvania County,5208452085.000000000000000,302287_W,0,236,24,10,3,AM,326,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,13,,54,-77.464569999999995,38.213799999999999,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
77,1,0.145016783189727,77,77,301461,Pleasant Valley Rd from Fairfax County Line to US 50,Loudoun County,3839738004.000000000000000,301461_W,3,449,12,14,1,AM,555,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,15,,77,-77.479179999999999,38.906799999999997,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
78,1,0.656853380269514,78,78,302291,"Old Plank Rd between SR-3 W, Plank Rd and 88-612 Catharpin Rd",Spotsylvania County,5212152123.000000000000000,302291_W,2,205,1,2,1,AM,288,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,3,,79,-77.626379999999997,38.295810000000003,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
79,1,0.457937405910165,79,79,301462,New Ford Rd from US 50 John S Mosby Hwy to Loudoun County Line,Fauquier County,3800053046.000000000000000,301462_S,0,222,7,6,2,AM,316,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,8,,81,-77.797150000000002,38.975670000000001,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
80,1,0.687473461941424,80,80,302300,Catharpin Rd between 88-613 Brock Rd and 88-610 Old Plank Rd,Spotsylvania County,5211852128.000000000000000,302300_S,0,94,0,2,1,AM,144,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,3,,47,-77.634630000000001,38.261440000000000,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
81,1,0.705901213351270,81,81,302301,Brock Rd between SR 208 Courthouse Rd and 88-648 Block House Rd,Spotsylvania County,5209852096.000000000000000,302301_S,9,480,2,9,8,AM,675,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,17,,169,-77.601010000000002,38.208829999999999,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
82,1,0.631481658252129,82,82,302315,Gordon Rd between 88-674 Chancellor Rd and 88-620 Harrison Rd,Spotsylvania County,5211152061.000000000000000,302315_S,2,441,5,18,3,AM,604,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,21,,136,-77.569530000000000,38.278930000000003,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
83,1,0.653205102042784,83,83,302317,Smith Station Rd between SR 208 Courthouse Rd and 88-1157 Elk Dr,Spotsylvania County,5210052009.000000000000000,302317_S,7,811,1,16,2,AM,1000,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,,164,-77.560090000000002,38.243890000000000,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
84,1,0.608823967435027,84,84,302319,Mine Rd between US 1 Jefferson Davis Hwy and 88-638 Lansdowne Rd,Spotsylvania County,5213652087.000000000000000,302319_W,4,1169,6,22,7,AM,1480,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,29,,273,-77.485209999999995,38.246699999999997,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
85,1,0.099877040002252,85,85,301487,Cascades Pkwy from 53-625 Church Rd to 53-1793 Nokes Blvd,Loudoun County,3803838581.000000000000000,301487_S,3,1481,33,24,4,AM,1831,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,28,,288,-77.410880000000006,39.018180000000001,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
86,1,0.096388091613629,86,86,301489,Potomac View Rd from SR 7 Harry Byrd Hwy to 53-839 Jefferson Dr; 53-1701 Sugarland Run Dr,Loudoun County,3800838010.000000000000000,301489_S,0,1007,5,16,1,AM,1182,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,17,,154,-77.388949999999994,39.030819999999999,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
87,1,0.105674056155132,87,87,301491,Potomac View Rd from 53-1702 Willow Place to 52-1582 Algonkian Pkwy,Loudoun County,3801938039.000000000000000,301491_S,0,589,13,9,1,AM,674,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,10,,63,-77.379990000000006,39.045589999999997,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
88,1,0.607063120472909,88,88,302323,"Salem Church Rd between 88-620 E, Harrison Rd and SR 3 W, Plank Rd",Spotsylvania County,5200852113.000000000000000,302323_S,7,806,5,24,7,AM,1055,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,31,,207,-77.532319999999999,38.280740000000002,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
89,1,0.177406975253812,89,89,301495,Ashburn Rd from 53-647 Stubble Rd to SR 7 Harry F Byrd Hwy,Loudoun County,3805238506.000000000000000,301495_S,2,589,18,3,3,AM,669,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,6,,55,-77.481129999999993,39.055329999999998,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
90,1,0.331022486760329,90,90,405218,Aden Rd from 76-772 Marsteller Dr to 76-671 Colvin Lane,Prince William County,4013740953.000000000000000,405218_W,0,271,13,6,1,AM,372,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,7,,82,-77.564740000000000,38.704650000000001,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
91,1,0.613266223609487,91,91,170015,Leeds Manor Rd from 30-691 Old Waterloo Rd to 30-798 W; Dulins Ford Rd,Fauquier County,5311153025.000000000000000,170015_S,1,216,2,4,1,AM,299,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,5,P,76,-77.899109999999993,38.695630000000001,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
92,1,0.447201726868664,92,92,301541,Hillsboro Rd from 53-711 Alder School Rd to 53-812 Gaver Mill Rd,Loudoun County,3823238085.000000000000000,301541_S,1,779,11,10,1,AM,985,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,11,,185,-77.723460000000003,39.177959999999999,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
93,1,0.454156211829038,93,93,301544,Mountain Rd from 53-697 Legard Farm Rd to 53-693 Morrisonville Rd,Loudoun County,3808838707.000000000000000,301544_S,0,143,1,4,0,AM,187,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,4,,40,-77.701319999999996,39.222980000000000,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
94,1,0.303055347654913,94,94,750041,Dry Mill Rd from 53-1015 to 53-820 Thomas Mill Rd,Loudoun County,3860238453.000000000000000,750041_S,1,958,2,5,1,AM,1157,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,6,,192,-77.595410000000001,39.110970000000002,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
95,1,0.315545466172033,95,95,301549,Harmony Church Rd from US 15 James Monroe Hwy to 53-725 Hughesville Rd,Loudoun County,3818938375.000000000000000,301549_S,0,672,3,8,3,AM,877,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,11,,193,-77.621260000000007,39.090919999999997,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
96,1,0.367193155222541,96,96,301554,Hamilton Station Rd from 53-711 Piggott Bottom Rd to SR 9 Charles Town Pike,Loudoun County,3822038544.000000000000000,301554_S,0,290,7,4,2,AM,399,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,6,,97,-77.644109999999998,39.153630000000000,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
97,1,0.513045353868754,97,97,301556,Greengarden Rd from 53-743 Millville Rd to 53-619 Trappe Rd,Loudoun County,3854838210.000000000000000,301556_S,0,28,2,2,1,AM,50,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,3,,18,-77.847049999999996,39.026370000000000,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
